N,P,APE,kappa,runtime,K,dt,runFile
1800,10000,0.394979,712222000000000.0,2.5145,100.0,0.000555556,0
6000,10000,2.46239,611709000000000.0,8.73548,100.0,0.000166667,0
9000,10000,0.808342,908218000000000.0,13.3536,100.0,0.000111111,0
4000,10000,1.05969,652445000000000.0,5.81308,100.0,0.00025,0
2000,10000,0.549184,834768000000000.0,2.79067,100.0,0.0005,0
700,10000,0.0840303,327090000000000.0,0.919234,100.0,0.00142857,0
900,10000,0.575543,385778000000000.0,1.22467,100.0,0.00111111,0
1400,10000,0.248621,644931000000000.0,1.98579,100.0,0.000714286,0
1600,10000,1.55969,663918000000000.0,2.26747,100.0,0.000625,0
1800,10000,1.67044,788812000000000.0,2.57149,100.0,0.000555556,0
6000,10000,0.714316,958071000000000.0,8.82087,100.0,0.000166667,0
9000,10000,0.503949,659558000000000.0,13.2737,100.0,0.000111111,0
4000,10000,2.18209,662990000000000.0,5.80243,100.0,0.00025,0
2000,10000,1.96557,781014000000000.0,2.79575,100.0,0.0005,0
700,10000,0.0473363,297132000000000.0,0.952124,100.0,0.00142857,0
900,10000,0.0386271,356177000000000.0,1.19425,100.0,0.00111111,0
1400,10000,0.242634,596994000000000.0,1.97709,100.0,0.000714286,0
1600,10000,0.745396,723123000000000.0,2.24474,100.0,0.000625,0
1800,10000,0.498835,736400000000000.0,2.58228,100.0,0.000555556,0
6000,10000,0.345266,944896000000000.0,8.70302,100.0,0.000166667,0
9000,10000,0.628794,897415000000000.0,13.3735,100.0,0.000111111,0
4000,10000,0.492797,587156000000000.0,5.73871,100.0,0.00025,0
2000,10000,0.401574,855275000000000.0,2.86685,100.0,0.0005,0
700,10000,0.885175,299657000000000.0,0.923779,100.0,0.00142857,0
900,10000,0.228051,387885000000000.0,1.17907,100.0,0.00111111,0
1400,10000,0.0683952,586652000000000.0,1.92681,100.0,0.000714286,0
1600,10000,0.0784114,662413000000000.0,2.27866,100.0,0.000625,0
1800,10000,0.841279,777388000000000.0,2.54178,100.0,0.000555556,0
6000,10000,0.697103,1013990000000000.0,8.71344,100.0,0.000166667,0
9000,10000,1.07537,668575000000000.0,13.3468,100.0,0.000111111,0
4000,10000,0.846096,646480000000000.0,5.78009,100.0,0.00025,0
2000,10000,0.675402,835226000000000.0,2.86435,100.0,0.0005,0
700,10000,2.29161,288336000000000.0,0.908215,100.0,0.00142857,0
900,10000,1.25659,352687000000000.0,1.19056,100.0,0.00111111,0
1400,10000,0.88411,633247000000000.0,1.96196,100.0,0.000714286,0
1600,10000,1.6179,669948000000000.0,2.27851,100.0,0.000625,0
1800,10000,2.55008,720546000000000.0,2.57793,100.0,0.000555556,0
6000,10000,0.0247212,604544000000000.0,8.66969,100.0,0.000166667,0
9000,10000,0.81589,695732000000000.0,13.4169,100.0,0.000111111,0
4000,10000,0.423525,665219000000000.0,5.78902,100.0,0.00025,0
2000,10000,1.88794,826273000000000.0,2.91794,100.0,0.0005,0
700,10000,0.378823,285007000000000.0,0.961162,100.0,0.00142857,0
900,10000,0.772132,393852000000000.0,1.19208,100.0,0.00111111,0
1400,10000,0.904602,635721000000000.0,1.96624,100.0,0.000714286,0
1600,10000,0.587497,613506000000000.0,2.23954,100.0,0.000625,0
1800,10000,0.119076,832463000000000.0,2.59186,100.0,0.000555556,0
6000,10000,0.964548,878888000000000.0,8.71927,100.0,0.000166667,0
9000,10000,0.124769,685945000000000.0,13.2183,100.0,0.000111111,0
4000,10000,0.0528748,634843000000000.0,5.76725,100.0,0.00025,0
2000,10000,0.663343,811511000000000.0,2.84025,100.0,0.0005,0
700,10000,2.02342,312777000000000.0,0.916794,100.0,0.00142857,0
900,10000,0.187105,355904000000000.0,1.17871,100.0,0.00111111,0
1400,10000,1.50402,598285000000000.0,1.96411,100.0,0.000714286,0
1600,10000,0.230119,705945000000000.0,2.24036,100.0,0.000625,0
1800,10000,0.922184,739544000000000.0,2.59542,100.0,0.000555556,0
6000,10000,2.45024,606606000000000.0,8.74416,100.0,0.000166667,0
9000,10000,2.93482,696037000000000.0,13.1739,100.0,0.000111111,0
4000,10000,1.57057,628198000000000.0,5.76589,100.0,0.00025,0
2000,10000,0.459242,856161000000000.0,2.85363,100.0,0.0005,0
700,10000,1.19067,263014000000000.0,0.901771,100.0,0.00142857,0
900,10000,1.21601,368333000000000.0,1.1703,100.0,0.00111111,0
1400,10000,1.7942,529173000000000.0,1.93121,100.0,0.000714286,0
1600,10000,1.33064,670257000000000.0,2.2163,100.0,0.000625,0
1800,10000,0.225468,723084000000000.0,2.4991,100.0,0.000555556,0
6000,10000,0.759571,908408000000000.0,8.7133,100.0,0.000166667,0
9000,10000,1.27212,649079000000000.0,13.437,100.0,0.000111111,0
4000,10000,0.589833,661192000000000.0,5.78868,100.0,0.00025,0
2000,10000,1.00423,830247000000000.0,2.87347,100.0,0.0005,0
700,10000,0.388797,281809000000000.0,0.935286,100.0,0.00142857,0
900,10000,1.03117,346377000000000.0,1.18028,100.0,0.00111111,0
1400,10000,0.673575,562954000000000.0,1.98849,100.0,0.000714286,0
1600,10000,1.55475,712377000000000.0,2.26207,100.0,0.000625,0
1800,10000,0.22642,725227000000000.0,2.52093,100.0,0.000555556,0
6000,10000,0.131447,964587000000000.0,8.76798,100.0,0.000166667,0
9000,10000,0.915606,891740000000000.0,13.2319,100.0,0.000111111,0
4000,10000,0.668155,648083000000000.0,5.76349,100.0,0.00025,0
2000,10000,0.205851,854692000000000.0,2.85057,100.0,0.0005,0
700,10000,0.874572,277304000000000.0,0.926102,100.0,0.00142857,0
900,10000,0.64057,384000000000000.0,1.20146,100.0,0.00111111,0
1400,10000,1.22544,561370000000000.0,1.9437,100.0,0.000714286,0
1600,10000,0.212074,650524000000000.0,2.24289,100.0,0.000625,0
1800,10000,0.408927,774942000000000.0,2.52179,100.0,0.000555556,0
6000,10000,1.43849,550121000000000.0,8.78401,100.0,0.000166667,0
9000,10000,0.0510219,847825000000000.0,13.2733,100.0,0.000111111,0
4000,10000,1.75066,628641000000000.0,5.75027,100.0,0.00025,0
2000,10000,0.345198,817393000000000.0,2.82602,100.0,0.0005,0
700,10000,0.186405,260686000000000.0,0.931239,100.0,0.00142857,0
900,10000,0.059061,363767000000000.0,1.18385,100.0,0.00111111,0
1400,10000,1.72113,553283000000000.0,1.97035,100.0,0.000714286,0
1600,10000,0.512696,641694000000000.0,2.25583,100.0,0.000625,0
1800,10000,2.86749,796357000000000.0,2.58173,100.0,0.000555556,0
6000,10000,0.555238,949680000000000.0,8.77895,100.0,0.000166667,0
9000,10000,0.692652,625082000000000.0,13.2539,100.0,0.000111111,0
4000,10000,0.346646,667808000000000.0,5.72233,100.0,0.00025,0
2000,10000,1.65172,788093000000000.0,2.83773,100.0,0.0005,0
700,10000,1.30715,290235000000000.0,0.909817,100.0,0.00142857,0
900,10000,0.277617,367271000000000.0,1.17074,100.0,0.00111111,0
1400,10000,1.49389,554533000000000.0,2.00923,100.0,0.000714286,0
1600,10000,0.515548,643630000000000.0,2.24469,100.0,0.000625,0
1800,10000,0.414169,737897000000000.0,2.56068,100.0,0.000555556,0
6000,10000,1.49485,934408000000000.0,8.80364,100.0,0.000166667,0
9000,10000,2.06483,903420000000000.0,13.2885,100.0,0.000111111,0
4000,10000,0.849726,672054000000000.0,5.77705,100.0,0.00025,0
2000,10000,1.01163,883032000000000.0,2.85435,100.0,0.0005,0
700,10000,1.57784,322330000000000.0,0.948635,100.0,0.00142857,0
900,10000,0.2598,350482000000000.0,1.17564,100.0,0.00111111,0
1400,10000,2.92809,593180000000000.0,1.94241,100.0,0.000714286,0
1600,10000,0.359159,669299000000000.0,2.26141,100.0,0.000625,0
1800,10000,2.05755,782513000000000.0,2.54228,100.0,0.000555556,0
6000,10000,0.329886,641044000000000.0,8.73726,100.0,0.000166667,0
9000,10000,0.120602,624221000000000.0,13.2325,100.0,0.000111111,0
4000,10000,0.696808,664233000000000.0,5.81197,100.0,0.00025,0
2000,10000,1.88916,832172000000000.0,2.89826,100.0,0.0005,0
700,10000,1.63039,284825000000000.0,0.923583,100.0,0.00142857,0
900,10000,1.28876,378177000000000.0,1.1882,100.0,0.00111111,0
1400,10000,0.642897,536232000000000.0,1.96933,100.0,0.000714286,0
1600,10000,1.36725,649137000000000.0,2.2472,100.0,0.000625,0
1800,10000,0.259954,708749000000000.0,2.58223,100.0,0.000555556,0
6000,10000,1.33739,554045000000000.0,8.68269,100.0,0.000166667,0
9000,10000,0.925955,883654000000000.0,13.3248,100.0,0.000111111,0
4000,10000,0.184607,604077000000000.0,5.80457,100.0,0.00025,0
2000,10000,0.399197,804270000000000.0,2.86624,100.0,0.0005,0
700,10000,0.469138,274759000000000.0,0.911644,100.0,0.00142857,0
900,10000,0.711896,342291000000000.0,1.19753,100.0,0.00111111,0
1400,10000,1.27943,542468000000000.0,1.97097,100.0,0.000714286,0
1600,10000,1.65975,655323000000000.0,2.21569,100.0,0.000625,0
1800,10000,1.57453,706003000000000.0,2.57731,100.0,0.000555556,0
6000,10000,1.3099,962878000000000.0,8.6226,100.0,0.000166667,0
9000,10000,1.31024,831233000000000.0,13.3834,100.0,0.000111111,0
4000,10000,0.17885,619691000000000.0,5.7666,100.0,0.00025,0
2000,10000,0.722935,811753000000000.0,2.83115,100.0,0.0005,0
700,10000,0.207481,262917000000000.0,0.922504,100.0,0.00142857,0
900,10000,0.817307,374273000000000.0,1.18701,100.0,0.00111111,0
1400,10000,1.76807,538262000000000.0,1.93578,100.0,0.000714286,0
1600,10000,1.15247,634958000000000.0,2.2423,100.0,0.000625,0
1800,10000,2.78678,735868000000000.0,2.52,100.0,0.000555556,0
6000,10000,0.777375,863653000000000.0,8.81094,100.0,0.000166667,0
9000,10000,1.92083,854909000000000.0,13.2212,100.0,0.000111111,0
4000,10000,0.26556,544094000000000.0,5.81193,100.0,0.00025,0
2000,10000,0.205962,691581000000000.0,2.89023,100.0,0.0005,0
700,10000,0.173894,273531000000000.0,0.91618,100.0,0.00142857,0
900,10000,1.61091,373109000000000.0,1.18818,100.0,0.00111111,0
1400,10000,0.932304,537962000000000.0,1.96565,100.0,0.000714286,0
1600,10000,1.33119,677892000000000.0,2.242,100.0,0.000625,0
1800,10000,1.11397,684201000000000.0,2.55092,100.0,0.000555556,0
6000,10000,2.56185,635273000000000.0,8.69148,100.0,0.000166667,0
9000,10000,2.58628,865052000000000.0,13.3593,100.0,0.000111111,0
4000,10000,1.4422,659953000000000.0,5.69388,100.0,0.00025,0
2000,10000,1.03254,787434000000000.0,2.88088,100.0,0.0005,0
700,10000,1.59454,302997000000000.0,0.931049,100.0,0.00142857,0
900,10000,0.349489,391024000000000.0,1.2101,100.0,0.00111111,0
1400,10000,0.0911576,650312000000000.0,1.95289,100.0,0.000714286,0
1600,10000,1.7308,588387000000000.0,2.23495,100.0,0.000625,0
1800,10000,1.32932,756722000000000.0,2.5206,100.0,0.000555556,0
6000,10000,0.765475,600419000000000.0,8.76002,100.0,0.000166667,0
9000,10000,1.3867,648169000000000.0,13.0801,100.0,0.000111111,0
4000,10000,0.291042,628876000000000.0,5.73912,100.0,0.00025,0
2000,10000,1.06743,769861000000000.0,2.80766,100.0,0.0005,0
700,10000,1.02335,273090000000000.0,0.919676,100.0,0.00142857,0
900,10000,0.426557,375339000000000.0,1.20081,100.0,0.00111111,0
1400,10000,1.39303,540473000000000.0,1.99886,100.0,0.000714286,0
1600,10000,1.173,685695000000000.0,2.24253,100.0,0.000625,0
1800,10000,2.45666,836045000000000.0,2.54878,100.0,0.000555556,0
6000,10000,0.197579,957497000000000.0,8.74359,100.0,0.000166667,0
9000,10000,1.42825,639747000000000.0,13.3178,100.0,0.000111111,0
4000,10000,0.912164,638225000000000.0,5.7716,100.0,0.00025,0
2000,10000,1.05511,775397000000000.0,2.82995,100.0,0.0005,0
700,10000,0.0255498,294062000000000.0,0.98962,100.0,0.00142857,0
900,10000,0.0294615,355076000000000.0,1.1744,100.0,0.00111111,0
1400,10000,0.0355713,617850000000000.0,1.96255,100.0,0.000714286,0
1600,10000,0.615137,677627000000000.0,2.23824,100.0,0.000625,0
1800,10000,0.238419,714012000000000.0,2.55361,100.0,0.000555556,0
6000,10000,0.46496,943198000000000.0,8.75825,100.0,0.000166667,0
9000,10000,1.5726,667096000000000.0,13.4641,100.0,0.000111111,0
4000,10000,1.39404,609725000000000.0,5.68309,100.0,0.00025,0
2000,10000,0.281623,790237000000000.0,2.85355,100.0,0.0005,0
700,10000,0.0521343,40809300000000.0,1.1117,105.0,0.00142857,0
900,10000,0.135754,50066700000000.0,1.40568,105.0,0.00111111,0
1400,10000,1.31036,75326300000000.0,2.38327,105.0,0.000714286,0
1600,10000,0.453469,84584800000000.0,2.74583,105.0,0.000625,0
1800,10000,1.22187,95744900000000.0,3.12977,105.0,0.000555556,0
6000,10000,0.771972,315246000000000.0,10.542,105.0,0.000166667,0
9000,10000,2.26583,187853000000000.0,16.2776,105.0,0.000111111,0
4000,10000,1.04396,207716000000000.0,6.9561,105.0,0.00025,0
2000,10000,0.96787,108581000000000.0,3.4871,105.0,0.0005,0
700,10000,1.61829,40279600000000.0,1.09592,105.0,0.00142857,0
900,10000,1.61238,51661300000000.0,1.44136,105.0,0.00111111,0
1400,10000,0.986858,79776000000000.0,2.39884,105.0,0.000714286,0
1600,10000,0.243202,84253500000000.0,2.76537,105.0,0.000625,0
1800,10000,0.706756,96204500000000.0,3.05763,105.0,0.000555556,0
6000,10000,0.13158,319540000000000.0,10.5878,105.0,0.000166667,0
9000,10000,0.351219,177596000000000.0,16.0844,105.0,0.000111111,0
4000,10000,0.106529,212431000000000.0,6.88584,105.0,0.00025,0
2000,10000,0.339405,111314000000000.0,3.4592,105.0,0.0005,0
700,10000,0.816241,40874700000000.0,1.08282,105.0,0.00142857,0
900,10000,1.19444,51779700000000.0,1.42432,105.0,0.00111111,0
1400,10000,1.44265,74770700000000.0,2.3901,105.0,0.000714286,0
1600,10000,1.17518,86233800000000.0,2.70779,105.0,0.000625,0
1800,10000,0.492605,97058800000000.0,3.07688,105.0,0.000555556,0
6000,10000,0.446075,298883000000000.0,10.5841,105.0,0.000166667,0
9000,10000,0.209692,183047000000000.0,16.0407,105.0,0.000111111,0
4000,10000,0.37768,207860000000000.0,6.97416,105.0,0.00025,0
2000,10000,0.468919,105039000000000.0,3.40317,105.0,0.0005,0
700,10000,0.183218,38858200000000.0,1.12079,105.0,0.00142857,0
900,10000,0.660493,50169500000000.0,1.39171,105.0,0.00111111,0
1400,10000,0.731855,75548100000000.0,2.37287,105.0,0.000714286,0
1600,10000,1.89949,83187100000000.0,2.72703,105.0,0.000625,0
1800,10000,1.38517,94893100000000.0,3.07197,105.0,0.000555556,0
6000,10000,0.28181,320340000000000.0,10.5265,105.0,0.000166667,0
9000,10000,0.781596,194898000000000.0,16.1654,105.0,0.000111111,0
4000,10000,1.10661,212363000000000.0,6.97821,105.0,0.00025,0
2000,10000,1.64182,105998000000000.0,3.43419,105.0,0.0005,0
700,10000,0.386095,39892100000000.0,1.09628,105.0,0.00142857,0
900,10000,0.454226,51667500000000.0,1.41946,105.0,0.00111111,0
1400,10000,0.672534,75059700000000.0,2.36386,105.0,0.000714286,0
1600,10000,1.19076,85483300000000.0,2.72426,105.0,0.000625,0
1800,10000,0.321678,100777000000000.0,3.08929,105.0,0.000555556,0
6000,10000,0.155988,306166000000000.0,10.5491,105.0,0.000166667,0
9000,10000,0.331399,184340000000000.0,16.0727,105.0,0.000111111,0
4000,10000,0.324958,210644000000000.0,7.00621,105.0,0.00025,0
2000,10000,0.934851,111052000000000.0,3.44661,105.0,0.0005,0
700,10000,0.989425,39275300000000.0,1.08268,105.0,0.00142857,0
900,10000,1.76992,49109900000000.0,1.43457,105.0,0.00111111,0
1400,10000,2.12225,73869400000000.0,2.33285,105.0,0.000714286,0
1600,10000,2.76064,88862400000000.0,2.73913,105.0,0.000625,0
1800,10000,1.34682,93874300000000.0,3.08517,105.0,0.000555556,0
6000,10000,1.03432,309014000000000.0,10.5074,105.0,0.000166667,0
9000,10000,1.78226,190793000000000.0,15.9107,105.0,0.000111111,0
4000,10000,1.50952,205482000000000.0,6.94006,105.0,0.00025,0
2000,10000,1.50258,103459000000000.0,3.43471,105.0,0.0005,0
700,10000,0.233029,38843900000000.0,1.09322,105.0,0.00142857,0
900,10000,2.08747,48987800000000.0,1.39902,105.0,0.00111111,0
1400,10000,0.378777,75416100000000.0,2.37229,105.0,0.000714286,0
1600,10000,0.446947,82544600000000.0,2.73567,105.0,0.000625,0
1800,10000,0.135466,95354700000000.0,3.10123,105.0,0.000555556,0
6000,10000,0.944667,311194000000000.0,10.5368,105.0,0.000166667,0
9000,10000,0.929018,193539000000000.0,16.227,105.0,0.000111111,0
4000,10000,0.197206,215171000000000.0,6.986,105.0,0.00025,0
2000,10000,0.843602,105136000000000.0,3.44326,105.0,0.0005,0
700,10000,1.21146,40441800000000.0,1.07649,105.0,0.00142857,0
900,10000,1.70761,50619000000000.0,1.43242,105.0,0.00111111,0
1400,10000,1.19562,77534200000000.0,2.36101,105.0,0.000714286,0
1600,10000,0.986959,83860800000000.0,2.73449,105.0,0.000625,0
1800,10000,1.10129,97630800000000.0,3.08947,105.0,0.000555556,0
6000,10000,2.12413,311129000000000.0,10.4749,105.0,0.000166667,0
9000,10000,1.03434,179809000000000.0,16.1058,105.0,0.000111111,0
4000,10000,1.20116,201203000000000.0,6.91294,105.0,0.00025,0
2000,10000,0.603089,110002000000000.0,3.47045,105.0,0.0005,0
700,10000,0.502855,40119400000000.0,1.09428,105.0,0.00142857,0
900,10000,0.361433,49994900000000.0,1.40733,105.0,0.00111111,0
1400,10000,0.931793,81354500000000.0,2.41791,105.0,0.000714286,0
1600,10000,0.642943,84613600000000.0,2.70336,105.0,0.000625,0
1800,10000,0.364696,94194900000000.0,3.08844,105.0,0.000555556,0
6000,10000,0.99177,313754000000000.0,10.6463,105.0,0.000166667,0
9000,10000,1.92641,188024000000000.0,16.2103,105.0,0.000111111,0
4000,10000,1.87559,210435000000000.0,7.0086,105.0,0.00025,0
2000,10000,1.85975,108732000000000.0,3.43085,105.0,0.0005,0
700,10000,0.726014,38858100000000.0,1.1297,105.0,0.00142857,0
900,10000,1.41418,51923300000000.0,1.43473,105.0,0.00111111,0
1400,10000,0.617607,74245600000000.0,2.38176,105.0,0.000714286,0
1600,10000,0.891409,89981000000000.0,2.73274,105.0,0.000625,0
1800,10000,0.0208935,99405000000000.0,3.13277,105.0,0.000555556,0
6000,10000,0.352989,328598000000000.0,10.5098,105.0,0.000166667,0
9000,10000,0.971955,190830000000000.0,16.0422,105.0,0.000111111,0
4000,10000,0.0544891,224511000000000.0,6.97383,105.0,0.00025,0
2000,10000,1.42489,113651000000000.0,3.45988,105.0,0.0005,0
700,10000,1.02847,41704200000000.0,1.09963,105.0,0.00142857,0
900,10000,0.846563,51686200000000.0,1.37981,105.0,0.00111111,0
1400,10000,0.666802,78293100000000.0,2.36677,105.0,0.000714286,0
1600,10000,0.684452,87085500000000.0,2.78436,105.0,0.000625,0
1800,10000,0.400661,99899700000000.0,3.08108,105.0,0.000555556,0
6000,10000,0.115201,312317000000000.0,10.5916,105.0,0.000166667,0
9000,10000,0.175905,184106000000000.0,16.0956,105.0,0.000111111,0
4000,10000,0.336914,216403000000000.0,7.00667,105.0,0.00025,0
2000,10000,0.276437,106334000000000.0,3.43773,105.0,0.0005,0
700,10000,1.09588,40873900000000.0,1.08581,105.0,0.00142857,0
900,10000,0.163149,50699000000000.0,1.41206,105.0,0.00111111,0
1400,10000,0.699043,77025800000000.0,2.35263,105.0,0.000714286,0
1600,10000,0.0300062,86551300000000.0,2.7416,105.0,0.000625,0
1800,10000,0.599422,96211500000000.0,3.09205,105.0,0.000555556,0
6000,10000,0.499879,316384000000000.0,10.5099,105.0,0.000166667,0
9000,10000,0.923629,187365000000000.0,16.064,105.0,0.000111111,0
4000,10000,0.931616,209493000000000.0,6.99145,105.0,0.00025,0
2000,10000,1.16397,107284000000000.0,3.45243,105.0,0.0005,0
700,10000,1.07924,40091300000000.0,1.0983,105.0,0.00142857,0
900,10000,1.57965,51450400000000.0,1.44042,105.0,0.00111111,0
1400,10000,0.460913,74656100000000.0,2.44294,105.0,0.000714286,0
1600,10000,0.607251,86382300000000.0,2.72191,105.0,0.000625,0
1800,10000,0.629247,98352300000000.0,3.06483,105.0,0.000555556,0
6000,10000,0.164771,314493000000000.0,10.4751,105.0,0.000166667,0
9000,10000,0.433255,184360000000000.0,16.1482,105.0,0.000111111,0
4000,10000,1.48403,209612000000000.0,7.02081,105.0,0.00025,0
2000,10000,1.04432,105479000000000.0,3.40374,105.0,0.0005,0
700,10000,0.732736,40719800000000.0,1.12189,105.0,0.00142857,0
900,10000,0.813095,51247900000000.0,1.41621,105.0,0.00111111,0
1400,10000,0.409732,77856100000000.0,2.3718,105.0,0.000714286,0
1600,10000,1.12931,84201800000000.0,2.77777,105.0,0.000625,0
1800,10000,0.679464,94755800000000.0,3.08069,105.0,0.000555556,0
6000,10000,0.357263,314273000000000.0,10.5351,105.0,0.000166667,0
9000,10000,0.768429,185845000000000.0,16.1338,105.0,0.000111111,0
4000,10000,0.758632,211218000000000.0,6.98545,105.0,0.00025,0
2000,10000,0.296551,104978000000000.0,3.41552,105.0,0.0005,0
700,10000,2.40078,39184100000000.0,1.07725,105.0,0.00142857,0
900,10000,1.08791,49932200000000.0,1.40341,105.0,0.00111111,0
1400,10000,0.322933,73719800000000.0,2.38127,105.0,0.000714286,0
1600,10000,0.943171,89922700000000.0,2.73522,105.0,0.000625,0
1800,10000,0.791241,98814100000000.0,3.08913,105.0,0.000555556,0
6000,10000,0.70003,325308000000000.0,10.4735,105.0,0.000166667,0
9000,10000,1.02638,185636000000000.0,16.1165,105.0,0.000111111,0
4000,10000,0.12827,215219000000000.0,6.96988,105.0,0.00025,0
2000,10000,0.603034,107548000000000.0,3.43582,105.0,0.0005,0
700,10000,1.63624,40410200000000.0,1.07654,105.0,0.00142857,0
900,10000,0.343426,49307700000000.0,1.40865,105.0,0.00111111,0
1400,10000,1.32305,77430400000000.0,2.36073,105.0,0.000714286,0
1600,10000,0.568169,87256500000000.0,2.70664,105.0,0.000625,0
1800,10000,0.100997,93185300000000.0,3.05462,105.0,0.000555556,0
6000,10000,0.602468,317233000000000.0,10.4837,105.0,0.000166667,0
9000,10000,0.526336,182591000000000.0,16.0749,105.0,0.000111111,0
4000,10000,0.374917,216139000000000.0,6.88578,105.0,0.00025,0
2000,10000,0.69803,112036000000000.0,3.4565,105.0,0.0005,0
700,10000,0.544628,41395900000000.0,1.08117,105.0,0.00142857,0
900,10000,0.437485,51032100000000.0,1.39879,105.0,0.00111111,0
1400,10000,0.292083,79570400000000.0,2.40469,105.0,0.000714286,0
1600,10000,1.06472,87412000000000.0,2.75039,105.0,0.000625,0
1800,10000,0.356542,101542000000000.0,3.162,105.0,0.000555556,0
6000,10000,1.35316,316493000000000.0,10.566,105.0,0.000166667,0
9000,10000,1.44571,184098000000000.0,16.1349,105.0,0.000111111,0
4000,10000,0.485203,206902000000000.0,7.05647,105.0,0.00025,0
2000,10000,0.0721615,106456000000000.0,3.40966,105.0,0.0005,0
700,10000,0.0997033,41888200000000.0,1.07767,105.0,0.00142857,0
900,10000,0.274273,50093600000000.0,1.40286,105.0,0.00111111,0
1400,10000,0.149827,76415100000000.0,2.39403,105.0,0.000714286,0
1600,10000,0.252819,86935900000000.0,2.72721,105.0,0.000625,0
1800,10000,1.10142,97065300000000.0,3.05938,105.0,0.000555556,0
6000,10000,0.287181,305746000000000.0,10.5395,105.0,0.000166667,0
9000,10000,0.305521,187502000000000.0,16.1533,105.0,0.000111111,0
4000,10000,0.840906,207985000000000.0,6.9993,105.0,0.00025,0
2000,10000,0.0423415,105878000000000.0,3.42543,105.0,0.0005,0
700,10000,0.262315,39041600000000.0,1.09751,105.0,0.00142857,0
900,10000,0.0269416,50631300000000.0,1.43195,105.0,0.00111111,0
1400,10000,1.17091,74328800000000.0,2.37064,105.0,0.000714286,0
1600,10000,0.845588,86413000000000.0,2.73689,105.0,0.000625,0
1800,10000,0.877188,95865100000000.0,3.06542,105.0,0.000555556,0
6000,10000,0.393988,300768000000000.0,10.5002,105.0,0.000166667,0
9000,10000,0.164483,189342000000000.0,16.192,105.0,0.000111111,0
4000,10000,1.24619,214432000000000.0,6.99993,105.0,0.00025,0
2000,10000,0.728939,109606000000000.0,3.47075,105.0,0.0005,0
700,10000,0.0590714,40058900000000.0,1.09851,105.0,0.00142857,0
900,10000,0.405167,48835700000000.0,1.38921,105.0,0.00111111,0
1400,10000,0.412461,72589600000000.0,2.40489,105.0,0.000714286,0
1600,10000,0.796547,87691000000000.0,2.70639,105.0,0.000625,0
1800,10000,0.780419,94223300000000.0,3.0537,105.0,0.000555556,0
6000,10000,0.690309,319612000000000.0,10.5163,105.0,0.000166667,0
9000,10000,0.492728,188882000000000.0,16.1588,105.0,0.000111111,0
4000,10000,1.92841,213317000000000.0,6.91657,105.0,0.00025,0
2000,10000,0.119748,108759000000000.0,3.44536,105.0,0.0005,0
700,10000,0.204808,39270500000000.0,1.0945,105.0,0.00142857,0
900,10000,1.13172,50948800000000.0,1.41904,105.0,0.00111111,0
1400,10000,0.936536,74233100000000.0,2.4368,105.0,0.000714286,0
1600,10000,1.06984,88541000000000.0,2.71147,105.0,0.000625,0
1800,10000,0.817344,100777000000000.0,3.0393,105.0,0.000555556,0
6000,10000,0.563262,315527000000000.0,10.5942,105.0,0.000166667,0
9000,10000,0.0370796,190420000000000.0,16.0598,105.0,0.000111111,0
4000,10000,1.30464,210342000000000.0,7.0181,105.0,0.00025,0
2000,10000,0.350765,107755000000000.0,3.45616,105.0,0.0005,0
700,10000,1.10253,40789300000000.0,1.12849,105.0,0.00142857,0
900,10000,0.760977,48553800000000.0,1.41723,105.0,0.00111111,0
1400,10000,1.46857,75767600000000.0,2.37333,105.0,0.000714286,0
1600,10000,1.90497,87294000000000.0,2.73935,105.0,0.000625,0
1800,10000,0.951099,96907400000000.0,3.06406,105.0,0.000555556,0
6000,10000,0.859506,315298000000000.0,10.4971,105.0,0.000166667,0
9000,10000,0.427258,187310000000000.0,16.0609,105.0,0.000111111,0
4000,10000,0.0481036,206828000000000.0,6.94689,105.0,0.00025,0
2000,10000,0.496243,107256000000000.0,3.44328,105.0,0.0005,0
700,10000,0.012949,41371400000000.0,1.11209,105.0,0.00142857,0
900,10000,0.860632,50617700000000.0,1.4047,105.0,0.00111111,0
1400,10000,0.588257,76347400000000.0,2.38767,105.0,0.000714286,0
1600,10000,0.435943,83490700000000.0,2.70278,105.0,0.000625,0
1800,10000,0.672732,95310000000000.0,3.06428,105.0,0.000555556,0
6000,10000,0.62141,314364000000000.0,10.4904,105.0,0.000166667,0
9000,10000,1.01653,191854000000000.0,15.9683,105.0,0.000111111,0
4000,10000,1.52369,207591000000000.0,6.87018,105.0,0.00025,0
2000,10000,0.594613,106582000000000.0,3.41791,105.0,0.0005,0
700,10000,1.48368,40093100000000.0,1.1192,105.0,0.00142857,0
900,10000,0.0482329,49227400000000.0,1.42104,105.0,0.00111111,0
1400,10000,1.73465,76628800000000.0,2.42336,105.0,0.000714286,0
1600,10000,0.651929,85478300000000.0,2.71748,105.0,0.000625,0
1800,10000,2.14109,93920200000000.0,3.07785,105.0,0.000555556,0
6000,10000,1.94187,314795000000000.0,10.4436,105.0,0.000166667,0
9000,10000,1.52602,186248000000000.0,15.947,105.0,0.000111111,0
4000,10000,0.439265,214051000000000.0,6.90887,105.0,0.00025,0
2000,10000,0.687395,105659000000000.0,3.42447,105.0,0.0005,0
700,10000,0.502514,41149500000000.0,1.08859,105.0,0.00142857,0
